FacilityID;NationalID;FacilityName;PostalCode;CountryName;Lat;Long;CompetentAuthorityName;StreetName;BuildingNumber;City;MainIAActivityCode;MainIASectorName;MainIAActivityName;MainIASubActivityName;MainActivityIndicator;ReportingYear;PollutantName;PollutantGroupName;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;industrial category;Manually researched activity;comment;number no value;information status;FacilityID (Niklas);industrial category (Niklas);Manually researched activity (Niklas);Umbennenungen;local deviation(<>100m);1 latest FID;1 latest Name;1 latest Jahr;2 latest FID;2 latest Name;2 latest Jahr;2 älteste FID;2 oldest Name;2 oldest Jahr;1 oldest FID;1 oldest Name;1 oldest Jahr
2504;06-08-4124448;Papierfabrik August Koehler SE;77704;Germany;48.52681204;8.086229012;Umweltbundesamt;Hauptstrasse;2-4;Oberkirch;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;205000000;164000000;185000000;200000000;181000000;149000000;132000000;149000000;166000000;149000000;149000000;Industrial plants for the production of paper and board and other primary wood products;;;;;2504;Other;0;;;;;;;;;;;;;;
2514;06-08-4380932;Papierfabrik Albbruck GmbH;79774;Germany;47.58980899;8.130607056;Umweltbundesamt;Alte Landstr.;49;Albbruck;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2011;Carbon dioxide (CO2);Greenhouse gases;221000000;200000000;173000000;273000000;276000000;0;0;0;0;0;0;Industrial plants for the production of paper and board and other primary wood products;;Ende Januar 2012 geschlossen;;;2514;Other;0;;;;;;;;;;;;;;
2516;06-08-4650956;Schwenk Zement KG;89604;Germany;48.33198628;9.730468748;Umweltbundesamt;Fabrikstraße;62;Allmendingen;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;627000000;423000000;381000000;518000000;528000000;472000000;537000000;496000000;512000000;677000000;712000000;Installations for the production of:;;;;;2516;Other;0;;;;;;;;;;;;;;
2517;06-08-4664299;HeidelbergCement AG;89601;Germany;48.36860312;9.7346784;Umweltbundesamt;Zementwerk;1/1;Schelklingen;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;726000000;642000000;502000000;671000000;800000000;854000000;876000000;804000000;803000000;862000000;876000000;Installations for the production of:;;;;;2517;Other;0;;;;;;;;;;;;;;
2522;06-08-4864565;Arctic Paper Mochenwangen GmbH;88284;Germany;47.88217208;9.644004128;Umweltbundesamt;Fabrikstr.;62;Wolpertswende;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;TRUE;2012;Carbon dioxide (CO2);Greenhouse gases;127000000;118000000;109000000;111000000;112000000;109000000;0;0;0;0;0;Industrial plants for the production of paper and board and other primary wood products;;2015 geschlossen;;;2522;Other;0;;;;;;;;;;;;;;
2529;06-08-5307279;Verallia Saint-Gobain Oberland AG Glasfabrik;88410;Germany;47.90606777;9.875412032;Umweltbundesamt;Oberlandstr.;-;Bad Wurzach;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2010;Carbon dioxide (CO2);Greenhouse gases;130000000;135000000;122000000;100000000;0;0;0;0;0;0;0;Installations for the manufacture of glass, including glass fibre;;bis heute aktiv;7;;;#N/A;#N/A;;;;;;;;;;;;;;
2554;06-08-7897669;Holcim (Süddeutschland) GmbH;72359;Germany;48.22704121;8.779096108;Umweltbundesamt;Dormettinger Straße;25;Dotternhausen;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;438000000;435000000;309000000;534000000;532000000;540000000;445000000;529000000;511000000;530000000;505000000;Installations for the production of:;;;;;2554;Other;0;;;;;;;;;;;;;;
2579;06-08-9169156;MVV Umwelt Asset GmbH - MHKW Mannheim;68169;Germany;49.52138192;8.452455526;Umweltbundesamt;Otto-Hahn-Str.;1;Mannheim;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;218000000;236000000;278000000;274000000;658000000;637000000;668000000;641000000;680000000;633000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;2007 keine Daten;;;2579;Other;0;2;;;;;;;;2579;HKW Mannheim;2012;2579;MVV Heizkraftwerk Nord;2010
2597;06-08-9611355;Industriekraftwerke Oberschwaben beschränkt haftende oHG;88255;Germany;47.8297573;9.662195549;Umweltbundesamt;Fabrikstraße;1;Baienfurt;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2008;Carbon dioxide (CO2);Greenhouse gases;150000000;111000000;0;0;0;0;0;0;0;0;0;Thermal power stations and other combustion installations;;ab 2009 keine Daten;9;;;#N/A;#N/A;;;;;;;;;;;;;;
2604;06-08-9840001;Wärmeverbundkraftwerk Freiburg GmbH;79108;Germany;48.02317049;7.843988909;Umweltbundesamt;Engesserstr.;8;Freiburg im Breisgau;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2016;Carbon dioxide (CO2);Greenhouse gases;259000000;249000000;249000000;223000000;231000000;175000000;159000000;145000000;130000000;202000000;0;Thermal power stations and other combustion installations;;2017 keine Daten, bis heute aktive;;;2604;Other;0;;;;;;;;;;;;;;
2720;2007000026;CEMENTERIA DI TRAVESIO;33090;Italy;46.183333;12.866667;ISPRA;Via Val Cosa;2;TRAVESIO;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2013;Carbon dioxide (CO2);Greenhouse gases;267000000;204000000;159000000;195000000;202000000;134000000;134000000;0;0;0;0;Installations for the production of:;;2014 geschlossen;;;2720;Other;0;;;;;;;;;;;;;;
2723;2007001383;Stabilimento di Fanna;33092;Italy;46.177777;12.739444;ISPRA;via Pradis;2;FANNA;3.(c);Mineral industry;Installations for the production of:;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;607000000;536000000;534000000;627000000;529000000;461000000;406000000;477000000;0;380000000;380000000;Installations for the production of:;;2015 keine Daten;;;2723;Other;0;;;;;;;;;;;;;;
2903;061.01980;FERROPEM - Usine dAnglefort;01350;France;45.9;5.79;Ministère de la Transition Ecologique et Solidaire;Route de la gare;;ANGLEFORT;2.(e);Productiona and processing of metals;Installations:;  For the production of non ferrous crude metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic processes;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;194000000;195000000;141000000;208000000;255000000;216000000;224000000;219000000;206000000;252000000;240000000;Installations:;;;;;2903;Other;0;;;;;;;;;;;;;;
2906;061.02002;Usine dincinération dordures ménagères;01200;France;46.11;5.83;Ministère de la Transition Ecologique et Solidaire;ZI dArlod 5 chemin du Tapey;;BELLEGARDE-SUR-VALSERINE;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;117000000;0;112000000;108000000;119000000;111000000;107000000;101000000;101000000;102000000;102000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;2008 keine Daten;1;;2906;Other;0;;;;;;;;;;;;;;
2914;061.02124;VERALLIA FRANCE Usine de Lagnieu;01150;France;45.89;5.32;Ministère de la Transition Ecologique et Solidaire;Rond-Point de Saint-Gobain - B.P. 23 - 01151 Lagnieu Cedex;;LAGNIEU;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;127000000;130000000;118000000;131000000;129000000;119000000;119000000;104000000;119000000;122000000;113000000;Installations for the manufacture of glass, including glass fibre;;;;;2914;Other;0;;;;;;;;;;;;;;
2930;061.02348;Ciments Calcia Usine de Cruas;07350;France;44.65;4.75;Ministère de la Transition Ecologique et Solidaire;Quartier CARABAS BP 5;;CRUAS;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2016;Carbon dioxide (CO2);Greenhouse gases;389000000;168000000;168000000;172000000;162000000;155000000;133000000;132000000;118000000;100000000;0;Installations for the production of:;;keine Daten 2017;1;;2930;Other;0;;;;;;;;;;;;;;
2934;061.02435;LAFARGEHOLCIM CIMENTS - USINE du TEIL;07407;France;44.54;4.66;Ministère de la Transition Ecologique et Solidaire;BP 5;;TEIL;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;661000000;641000000;535000000;515000000;556000000;495000000;492000000;445000000;429000000;519000000;594000000;Installations for the production of:;;;;;2934;Other;0;;;;;;;;;;;;;;
2942;061.02585;EMIN LEYDIER Champblain;26241;France;45.17;4.81;Ministère de la Transition Ecologique et Solidaire;Usine de CHAMPBLAIN 573 Route des Orti;;SAINT-VALLIER;6.(a);Paper and wood production processing;Industrial plants for the production of pulp from timber or similar fibrous materials;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;155000000;124000000;132000000;150000000;162000000;143000000;Industrial plants for the production of pulp from timber or similar fibrous materials;;;;;;#N/A;#N/A;1;;;;;;;;5843;Compagnie de Cogénération de Champblain;2011;;;
2953;061.02824;Usine de Montalieu;38390;France;45.81;5.4;Ministère de la Transition Ecologique et Solidaire;Route des usines;;MONTALIEU-VERCIEU;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;878000000;958000000;824000000;886000000;990000000;854000000;879000000;864000000;781000000;806000000;849000000;Installations for the production of:;;;;;2953;Other;0;;;;;;;;;;;;;;
2967;061.02957;Chaufferie de la Poterne;38100;France;45.18;5.72;Ministère de la Transition Ecologique et Solidaire;42, chemin de la Poterne,;;GRENOBLE;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;114000000;101000000;0;114000000;0;109000000;114000000;102000000;121000000;114000000;113000000;Thermal power stations and other combustion installations;;2009 und 2011 keine Daten;2;;;#N/A;#N/A;;;;;;;;;;;;;;
2970;061.02997;USINE des CLAVAUX;38220;France;45.09;5.91;Ministère de la Transition Ecologique et Solidaire;route des six vallées;;LIVET-ET-GAVET;2.(e);Productiona and processing of metals;Installations:;  For the production of non ferrous crude metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic processes;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;190000000;220000000;0;236000000;276000000;229000000;233000000;237000000;216000000;244000000;251000000;Installations:;;;;;2970;Other;0;;;;;;;;;;;;;;
2976;061.03048;Rhodia Energy Services Pont-de-Claix;38800;France;45.12;5.7;Ministère de la Transition Ecologique et Solidaire;Rue Lavoisier CS 50021;;PONT-DE-CLAIX;1.(c);Energy sector;Thermal power stations and other combustion installations;;TRUE;2016;Carbon dioxide (CO2);Greenhouse gases;352000000;350000000;331000000;322000000;323000000;315000000;277000000;255000000;281000000;162000000;0;Thermal power stations and other combustion installations;;2017 keine Daten;;;2976;Other;0;;;;;;;;;;;;;;
2986;061.03108;VICAT Saint-Egrève;38522;France;45.23;5.68;Ministère de la Transition Ecologique et Solidaire;1 rue du Lac;;SAINT-EGREVE;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;292000000;264000000;209000000;214000000;231000000;216000000;193000000;190000000;170000000;208000000;193000000;Installations for the production of:;;;;;2986;Other;0;;;;;;;;;;;;;;
2992;061.03189;EUROFLOAT;38150;France;45.34;4.8;Ministère de l'Ecologie, de l'Energie et de la Mer;312 rue des Balmes;;SALAISE-SUR-SANNE;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2015;Carbon dioxide (CO2);Greenhouse gases;107000000;106000000;103000000;106000000;107000000;109000000;107000000;112000000;114000000;0;0;Installations for the manufacture of glass, including glass fibre;;2016 und 2017 keine Daten;2;;2992;Other;0;;;;;;;;;;;;;;
2993;061.03190;Trédi;38150;France;45.34;4.8;Ministère de la Transition Ecologique et Solidaire;519 rue Denis Papin;;SALAISE-SUR-SANNE;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;208000000;226000000;235000000;241000000;238000000;241000000;238000000;249000000;244000000;249000000;226000000;Installations for the recovery or disposal of hazardous waste;;;;;2993;Other;0;;;;;;;;;;;;;;
2995;061.03223;Usine dincinération ATHANOR;38700;France;45.21;5.74;Ministère de la Transition Ecologique et Solidaire;Chemin de la Tuilerie;;TRONCHE;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;143000000;128000000;157000000;159000000;292000000;163000000;159000000;160000000;164000000;156000000;167000000;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;;;;2995;Other;0;;;;;;;;;;;;;;
3014;061.03493;Saint-Gobain Emballage Usine de Saint-Romain Le Puy;42610;France;45.55;4.13;Ministère de l'Ecologie, de l'Energie et de la Mer;Place de la verrerie;;SAINT-ROMAIN-LE-PUY;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;TRUE;2010;Carbon dioxide (CO2);Greenhouse gases;109000000;121000000;118000000;109000000;0;0;0;0;0;0;0;Installations for the manufacture of glass, including glass fibre;;ab 2011 keine Daten;7;;;#N/A;#N/A;;;;;;;;;;;;;;
3020;061.03586;LAFARGE - USINE DU VAL DAZERGUES;69380;France;45.85;4.68;Ministère de la Transition Ecologique et Solidaire;BP1;;LOZANNE;3.(c);Mineral industry;Installations for the production of:;  Cement clinker in rotary kilns;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;316000000;314000000;278000000;284000000;306000000;288000000;266000000;282000000;252000000;294000000;274000000;Installations for the production of:;;;;;3020;Other;0;;;;;;;;;;;;;;
3022;061.03596;RHODIA OPERATIONS - Etablissement secondaire de Collonges;69660;France;45.82;4.84;Ministère de la Transition Ecologique et Solidaire;15 rue Pierre PAYS  BP52;;COLLONGES-AU-MONT-DOR;3.(f);Mineral industry;Installations for melting mineral substances, including the production of mineral fibres;;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;122000000;130000000;111000000;102000000;0;106000000;111000000;111000000;105000000;107000000;103000000;Installations for melting mineral substances, including the production of mineral fibres;;2011 keine Daten;1;;;#N/A;#N/A;;;;;;;;;;;;;;
3032;061.03714;AIR LIQUIDE FRANCE INDUSTRIE - BELLE ETOILE;69192;France;45.7;4.85;Ministère de la Transition Ecologique et Solidaire;Avenue Albert Ramboz;;SAINT-FONS;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;  Gases;TRUE;2017;Carbon dioxide (CO2);Greenhouse gases;258000000;247000000;198000000;239000000;222000000;209000000;185000000;152000000;0;0;102000000;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;;2015 und 2016 keine Daten;;;3032;Hydrogen plant;Hydrogen plant;;;;;;;;;;;;;;
3037;061.03725;RHODIA OPERATIONS PI Belle-Etoile;69192;France;45.7;4.85;Ministère de la Transition Ecologique et Solidaire;Avenue ramboz BP 103;;SAINT-FONS;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;  Basic plastic materials (polymers, synthetic fibres and cellulose based fibres);TRUE;2016;Carbon dioxide (CO2);Greenhouse gases;0;0;0;0;0;0;0;0;0;110000000;0;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;Nur 2016 Daten;10;;;#N/A;#N/A;;;;;;;;;;;;;;
3040;061.03731;Rhodia Saint-Fons Chimie;69192;France;45.7;4.85;Ministère de l'Ecologie, de l'Energie et de la Mer;Rue Prosper Monnet - BP 53;;SAINT-FONS;4.(e);Chemical industry;Installations using a chemical or biological process for the production on an industrial scale of basic pharmaceutical products;;TRUE;2011;Carbon dioxide (CO2);Greenhouse gases;174000000;158000000;140000000;164000000;123000000;0;0;0;0;0;0;Installations using a chemical or biological process for the production on an industrial scale of basic pharmaceutical products;;ab 2012 keine Daten;;;3040;Other;0;;;;;;;;;;;;;;
